City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,pervomayskoye,43.919,46.7102,10.54,95,14,4.26,RU,1699923414
363,filadelfia,39.9523,-75.1638,7.94,70,20,3.6,US,1699923374
364,taber,49.8167,-112.1518,11.0,44,100,8.75,CA,1699923414
365,tangalle,6.024,80.7911,24.09,87,98,2.04,LK,1699923358
366,castillos,-34.1667,-53.8333,15.19,91,100,3.74,UY,1699923251
367,marsa alam,25.0757,34.8918,25.7,77,11,1.34,EG,1699923415
368,cockburn town,21.4612,-71.1419,28.13,76,16,8.32,TC,1699923415
369,tsrar sharif,33.8667,74.7667,4.27,53,0,1.52,IN,1699923415
370,ratnagiri,16.9833,73.3,24.88,63,90,2.48,IN,1699923415
371,syanno,54.8106,29.7069,3.28,78,99,6.65,BY,1699923416
372,queenstown,-31.8976,26.8753,10.43,83,95,3.21,ZA,1699923240
373,tura,25.5198,90.2201,18.81,84,6,1.44,IN,1699923416
374,nova vicosa,-17.8919,-39.3719,24.84,81,83,7.37,BR,1699923416
375,gizo,-8.103,156.8419,27.81,75,100,3.93,SB,1699923416
376,carloforte,39.145,8.3058,19.18,85,69,3.58,IT,1699923416
377,igrim,63.1906,64.4162,-5.68,93,100,5.23,RU,1699923417
378,viseu,40.661,-7.9097,13.74,96,100,0.55,PT,1699923417
379,lushun,38.8,121.2667,6.12,55,100,6.22,CN,1699923417
380,port mathurin,-19.6833,63.4167,24.05,94,20,0.0,MU,1699923417
381,tshikapa,-6.4167,20.8,20.29,95,100,0.43,CD,1699923417
382,vorzel',50.5444,30.153,5.18,86,4,2.97,UA,1699923417
383,hola,51.5377,23.1902,2.1,84,100,3.71,PL,1699923418
384,sarangani,5.4033,125.4636,28.41,76,41,3.48,PH,1699923418
385,dongcun,36.7767,121.1597,5.06,36,99,2.11,CN,1699923418
386,caras,-9.0467,-77.8114,19.33,78,100,1.07,PE,1699923418
387,pirallahi,40.4723,50.333,12.08,85,3,1.93,AZ,1699923418
388,rouissat,31.9243,5.3502,16.04,51,0,0.0,DZ,1699923418
389,sigli,5.3848,95.9609,26.88,81,91,1.43,ID,1699923419
390,la passe,45.5549,-0.8967,16.13,95,100,6.01,FR,1699923419
391,port saint john's,-31.6229,29.5448,16.71,77,100,2.82,ZA,1699923419
392,lepsy,46.235,78.9456,2.4,73,5,1.77,KZ,1699923419
393,tchintabaraden,15.8969,5.7985,22.95,14,2,3.37,NE,1699923419
394,carbonear,47.7332,-53.2148,0.79,80,71,2.68,CA,1699923419
395,krasnozerskoye,53.9828,79.2374,2.19,93,99,3.3,RU,1699923420
396,jiutai,44.1525,125.8328,-5.81,82,5,3.55,CN,1699923420
397,patacamaya,-17.2333,-67.9167,12.37,54,25,4.48,BO,1699923420
398,qamdo,31.1667,97.2333,-4.48,50,64,1.88,CN,1699923420
399,vorkuta,67.5,64.0,-13.66,90,100,3.14,RU,1699923420
400,pavlodol'skaya,43.7192,44.4781,9.36,75,100,3.16,RU,1699923420
401,st. john's,47.5649,-52.7093,0.54,82,75,3.6,CA,1699923420
402,port hedland,-20.3167,118.5667,30.03,45,0,4.63,AU,1699923421
403,cabo san lucas,22.8909,-109.9124,29.17,62,0,2.06,MX,1699923421
404,kaiapoi,-43.3783,172.6401,25.19,38,98,5.66,NZ,1699923421
405,christchurch,-43.5333,172.6333,25.11,38,100,5.66,NZ,1699923243
406,villa de cos,23.2833,-102.35,16.61,71,63,5.03,MX,1699923421
407,taveta,-3.3963,37.6736,21.2,92,22,0.95,KE,1699923421
408,tucuma,-0.1833,-50.05,26.26,80,99,3.58,BR,1699923375
409,tazovsky,67.4667,78.7,-20.04,98,19,2.7,RU,1699923422
410,dymer,50.7865,30.3026,5.53,85,8,4.13,UA,1699923422
411,tucurui,-3.7661,-49.6725,29.35,48,36,0.91,BR,1699923422
412,kota belud,6.351,116.4305,28.62,71,62,0.93,MY,1699923414
413,madingou,-4.1536,13.55,23.59,95,100,0.67,CG,1699923422
414,ugoofaaru,5.6667,73.0,27.26,78,64,2.94,MV,1699923423
415,qianzhou,28.3167,109.7167,8.95,70,6,0.44,CN,1699923423
416,bonthe,7.5264,-12.505,26.39,86,100,1.86,SL,1699923423
417,hugo,45.16,-92.9933,9.38,60,0,0.45,US,1699923423
418,fort bragg,35.139,-79.006,10.75,79,0,0.0,US,1699923423
419,woolgoolga,-30.1106,153.2007,28.36,68,1,5.81,AU,1699923424
420,dhoro naro,25.5,69.5667,22.16,29,99,3.62,PK,1699923424
421,gore,-46.1028,168.9436,18.75,43,13,6.95,NZ,1699923424
422,broome,42.2506,-75.833,3.98,78,7,1.34,US,1699923424
423,natal,-5.795,-35.2094,27.12,78,20,4.12,BR,1699923424
424,sarikei,2.1167,111.5167,27.23,80,100,1.09,MY,1699923424
425,altai,46.3722,96.2583,-8.45,95,100,2.02,MN,1699923239
426,barclayville,4.6797,-8.2339,24.78,93,9,2.21,LR,1699923425
427,campos altos,-19.6961,-46.1714,24.29,35,30,1.23,BR,1699923425
428,kiffa,16.6166,-11.4045,26.76,11,3,4.66,MR,1699923425
429,bni bouayach,35.1022,-3.841,13.31,72,0,1.54,MA,1699923425
430,orange walk,17.8333,-88.8333,23.43,98,100,1.27,BZ,1699923346
431,frutal,-20.0247,-48.9406,31.98,26,84,2.04,BR,1699923425
432,bengkulu,-3.8004,102.2655,25.79,87,92,0.8,ID,1699923426
433,chernyshevskiy,63.0128,112.4714,-10.67,96,100,2.68,RU,1699923426
434,kiunga,-6.1219,141.2906,32.58,53,9,0.75,PG,1699923426
435,kitimat,54.0524,-128.6534,3.21,77,90,1.75,CA,1699923426
436,kuta,-8.7233,115.1723,28.97,83,75,2.68,ID,1699923426
437,brisas de zicatela,15.8369,-97.0419,27.76,75,100,1.45,MX,1699923427
438,al burayqah,30.4062,19.5739,22.35,62,0,6.66,LY,1699923427
439,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-3.84,84,100,5.75,RU,1699923427
440,mar del plata,-38.0023,-57.5575,15.53,48,0,7.6,AR,1699923427
441,karak city,31.1637,35.762,16.81,54,5,1.95,JO,1699923427
442,farafangana,-22.8167,47.8333,21.72,92,47,1.64,MG,1699923428
443,shiyan,32.6475,110.7781,8.58,74,64,1.39,CN,1699923428
444,pionerskiy,54.9508,20.2275,5.08,85,100,4.74,RU,1699923429
445,port augusta,-32.5,137.7667,24.82,39,78,6.38,AU,1699923278
446,narrabri,-30.3167,149.7833,31.96,37,8,2.24,AU,1699923430
447,yei,4.095,30.6779,19.17,95,100,0.92,SS,1699923430
448,okhotsk,59.3833,143.3,-15.34,78,100,7.13,RU,1699923430
449,rakops,-21.0167,24.3333,25.37,45,12,6.15,BW,1699923430
450,florence,43.7667,11.25,15.75,96,75,1.54,IT,1699923190
451,pemangkat,1.1667,108.9667,27.39,81,71,2.62,ID,1699923430
452,greymouth,-42.4667,171.2,13.71,97,100,4.37,NZ,1699923431
453,rosporden,47.9667,-3.8333,13.78,87,100,6.62,FR,1699923431
454,kualakapuas,-3.0091,114.3876,28.87,72,100,1.53,ID,1699923431
455,polyarnyy,69.1989,33.4478,-8.84,96,86,0.86,RU,1699923334
456,luwingu,-10.2621,29.9271,17.98,87,100,1.22,ZM,1699923432
457,shubarshi,48.5872,57.1869,4.7,74,97,7.24,KZ,1699923432
458,camilla,31.2313,-84.2105,16.28,47,100,4.5,US,1699923432
459,hadibu,12.65,54.0333,26.19,86,85,4.98,YE,1699923432
460,joal-fadiout,14.1667,-16.8333,27.94,37,100,6.6,SN,1699923432
461,ziniare,12.5822,-1.2983,25.02,15,38,4.25,BF,1699923433
462,piton saint-leu,-21.2196,55.3151,20.78,64,19,2.57,RE,1699923433
463,barranca,-10.75,-77.7667,19.5,84,29,3.65,PE,1699923433
464,nohar,29.1833,74.7667,18.42,40,100,2.0,IN,1699923433
465,sao vicente,-23.9631,-46.3919,28.1,26,65,3.01,BR,1699923203
466,tlaxco,19.6167,-98.1167,11.95,90,94,3.3,MX,1699923433
467,homer,59.6425,-151.5483,5.93,67,20,7.72,US,1699923434
468,labuan,5.2767,115.2417,29.2,84,20,0.0,MY,1699923156
469,el porvenir,13.7617,-87.3458,25.63,91,100,2.29,HN,1699923434
470,pacific grove,36.6177,-121.9166,15.76,80,10,2.68,US,1699923434
471,patnongon,10.9132,121.9937,29.3,67,100,2.43,PH,1699923434
472,port lincoln,-34.7333,135.8667,16.73,70,64,4.74,AU,1699923339
473,shingu,33.7333,135.9833,13.69,54,0,2.16,JP,1699923434
474,ishim,56.1128,69.4902,3.35,82,100,3.58,RU,1699923435
475,labytnangi,66.6572,66.4183,-20.01,100,100,0.57,RU,1699923435
476,velikiye luki,56.34,30.5452,1.67,97,100,3.62,RU,1699923435
477,fortuna,40.5982,-124.1573,14.81,91,0,0.0,US,1699923298
478,lanivtsi,49.8633,26.0908,3.82,79,99,3.52,UA,1699923435
479,haifa,32.8156,34.9892,22.38,74,6,2.92,IL,1699923436
480,pizarro,4.9533,-77.366,26.27,90,14,1.76,CO,1699923436
481,valparaiso,-33.0393,-71.6273,15.8,55,0,5.66,CL,1699923248
482,saudarkrokur,65.7461,-19.6394,-1.58,83,10,4.2,IS,1699923436
483,gaspe,48.8334,-64.4819,-0.05,80,100,2.06,CA,1699923437
484,palmares do sul,-30.2578,-50.5097,20.1,96,99,1.74,BR,1699923437
485,necocli,8.4234,-76.786,26.23,92,100,1.3,CO,1699923437
486,razdol'noye,45.7708,33.4878,7.83,91,100,2.31,UA,1699923437
487,kargasok,59.0556,80.8572,-8.91,94,75,2.68,RU,1699923437
488,male,4.1748,73.5089,26.97,89,75,1.54,MV,1699923437
489,yamba,-5.9,22.3,20.65,94,100,1.59,CD,1699923438
490,katsuura,35.1333,140.3,13.9,42,0,0.47,JP,1699923438
491,yauya,-8.9833,-77.3,12.95,72,100,2.42,PE,1699923438
492,geraldton,-28.7667,114.6,23.23,73,100,4.12,AU,1699923438
493,kodinsk,58.6881,99.1844,0.8,98,100,4.24,RU,1699923438
494,tsaratanana,-16.7833,47.65,23.63,81,0,0.76,MG,1699923438
495,tolanaro,-25.0319,46.9987,22.04,88,40,2.06,MG,1699923242
496,kruisfontein,-34.0033,24.7314,12.12,89,60,2.6,ZA,1699923253
497,rapid city,44.0805,-103.231,14.92,28,0,4.63,US,1699923412
498,santo antonio do ica,-3.1022,-67.9397,25.69,82,100,0.36,BR,1699923439
499,armacao de buzios,-22.7469,-41.8817,27.03,90,76,3.21,BR,1699923204
500,wamba,8.9333,8.6,24.04,58,100,1.79,NG,1699923440
501,yeppoon,-23.1333,150.7333,28.88,54,0,5.66,AU,1699923440
502,selfoss,63.9331,-20.9971,6.69,71,100,7.98,IS,1699923439
503,mata-utu,-13.2816,-176.1745,28.96,75,79,4.34,WF,1699923440
504,san carlos,9.6612,-68.5827,24.86,85,99,1.44,VE,1699923251
505,xianning,29.8833,114.2167,8.8,63,0,1.13,CN,1699923440
506,poso,-1.3959,120.7524,29.95,64,100,0.42,ID,1699923441
507,suhbaatar,50.2314,106.2078,-10.3,82,100,1.32,MN,1699923441
508,mokhsogollokh,61.4681,128.9203,-21.22,98,83,0.77,RU,1699923441
509,christiana,-27.914,25.1611,17.23,21,0,5.09,ZA,1699923441
510,pallasovka,50.05,46.8833,6.04,79,100,3.16,RU,1699923441
511,kuybyshev,55.4475,78.3218,1.8,89,100,1.32,RU,1699923441
512,guanambi,-14.2233,-42.7814,26.57,30,0,1.93,BR,1699923442
513,enriquillo,17.9,-71.2333,26.18,86,0,4.89,DO,1699923442
514,rabo de peixe,37.8,-25.5833,16.73,99,40,6.69,PT,1699923442
515,watertown,42.3709,-71.1828,5.19,63,100,3.09,US,1699923226
516,kirkwood,38.5834,-90.4068,13.77,43,20,0.0,US,1699923153
517,fort morgan,40.2503,-103.8,12.68,20,6,4.12,US,1699923289
518,buala,-8.145,159.5921,28.92,72,73,2.13,SB,1699923443
519,nar'yan-mar,67.6713,53.087,-11.05,88,100,4.02,RU,1699923443
520,quatre cocos,-20.2078,57.7625,23.38,75,0,2.51,MU,1699923319
521,pavilosta,56.8879,21.1859,3.95,75,95,2.06,LV,1699923443
522,ambon,-3.6954,128.1814,30.08,70,20,2.57,ID,1699923444
523,champerico,14.3,-91.9167,29.3,79,24,1.71,GT,1699923444
524,fuman,37.2273,49.3142,16.62,73,6,1.04,IR,1699923444
525,mairi,-11.7114,-40.1489,22.83,66,0,3.72,BR,1699923444
526,i-n-salah,27.1935,2.4607,20.17,31,0,5.12,DZ,1699923444
527,gorontalo,0.5412,123.0595,31.09,63,63,0.32,ID,1699923205
528,nova prata,-28.7839,-51.61,19.04,99,100,0.39,BR,1699923445
529,cam ranh,11.9214,109.1591,24.98,100,40,6.17,VN,1699923445
530,santa barbara,34.7333,-120.0343,16.05,61,0,3.09,US,1699923445
531,beau vallon,-20.4189,57.6953,23.45,94,75,1.54,MU,1699923445
532,barkhera kalan,28.45,79.8,18.17,47,100,1.59,IN,1699923445
533,maile,-38.9466,-72.3727,9.34,95,99,0.61,CL,1699923445
534,monster,52.0258,4.175,13.34,81,75,12.35,NL,1699923446
535,camana,-16.6228,-72.7111,19.34,82,91,3.21,PE,1699923446
536,khandyga,62.6667,135.6,-28.01,99,65,1.32,RU,1699923446
537,dampit,-8.2116,112.7493,27.61,69,46,2.03,ID,1699923446
538,alice springs,-23.7,133.8833,32.75,15,4,3.6,AU,1699923446
539,sao joao de pirabas,-0.7747,-47.1772,26.25,78,99,3.59,BR,1699923447
540,kenai,60.5544,-151.2583,1.05,93,0,3.09,US,1699923447
541,morehead city,34.7229,-76.726,12.77,81,0,0.0,US,1699923431
542,tibanbang,6.6315,126.1055,27.85,76,28,0.86,PH,1699923447
543,katsuren-haebaru,26.3369,127.8719,22.21,49,75,4.63,JP,1699923301
544,roma,43.2128,-75.4557,4.93,72,75,3.09,US,1699923447
545,hohhot,40.8106,111.6522,-9.84,67,0,2.0,CN,1699923447
546,metlili chaamba,32.2667,3.6333,14.52,44,0,1.54,DZ,1699923448
547,yumaguzino,52.9041,56.3933,5.4,76,100,5.91,RU,1699923448
548,pontes e lacerda,-15.2261,-59.3353,26.43,67,89,1.47,BR,1699923448
549,praia da vitoria,38.7333,-27.0667,15.98,94,20,1.2,PT,1699923448
550,nkowakowa,-23.8878,30.2871,17.28,90,100,3.22,ZA,1699923448
551,tulum,20.2167,-87.4667,25.04,94,100,2.9,MX,1699923449
552,westport,41.1415,-73.3579,7.11,77,12,0.45,US,1699923423
553,isangel,-19.55,169.2667,26.06,69,75,3.09,VU,1699923449
554,haiku-pauwela,20.9219,-156.3051,28.01,62,20,11.32,US,1699923449
555,sao joao da barra,-21.6403,-41.0511,26.05,89,100,5.3,BR,1699923449
556,illizi,26.4833,8.4667,16.89,36,0,2.61,DZ,1699923449
557,maharajgani,26.1167,84.4833,19.38,56,73,1.28,IN,1699923450
558,el calafate,-50.3408,-72.2768,3.94,54,100,5.17,AR,1699923450
559,vilyuysk,63.7553,121.6247,-14.89,97,100,2.15,RU,1699923450
560,pangody,65.85,74.4859,-18.79,100,100,2.88,RU,1699923450
561,xiva,41.3783,60.3639,0.99,33,12,4.78,UZ,1699923450
562,zuni pueblo,35.0725,-108.8506,15.35,33,2,0.77,US,1699923452
563,colares,38.7992,-9.4469,16.85,91,100,4.02,PT,1699923452
564,contamana,-7.3333,-75.0167,27.88,65,62,1.24,PE,1699923452
565,rethymno,35.3647,24.4714,16.79,76,15,2.43,GR,1699923452
566,darovskoy,58.77,47.9564,2.57,96,100,4.85,RU,1699923453
567,puerto baquerizo moreno,-0.9,-89.6,23.66,84,100,4.9,EC,1699923453
568,sultanah,24.4926,39.5857,25.25,29,20,2.06,SA,1699923453
569,puerto armuelles,8.2833,-82.8667,28.98,84,100,3.13,PA,1699923453
570,egilsstadir,65.2653,-14.3948,1.95,87,75,4.63,IS,1699923454
571,pandan,14.0453,124.1694,27.58,85,98,7.01,PH,1699923454
572,badiyah,22.45,58.8,20.81,43,57,1.95,OM,1699923454
573,ciudad constitucion,25.0369,-111.6644,26.46,42,72,5.72,MX,1699923454
574,harstad,68.799,16.5293,-2.99,70,3,5.36,NO,1699923454
575,coremas,-7.0144,-37.9458,29.8,35,39,5.13,BR,1699923455
576,new norfolk,-42.7826,147.0587,18.17,37,11,3.2,AU,1699923455
577,al hasakah,36.5024,40.7477,18.9,40,100,2.99,SY,1699923455
578,llerena,38.2354,-6.0739,13.01,78,7,0.81,ES,1699923455
579,palo santo,-25.5633,-59.3378,21.61,97,100,2.55,AR,1699923455
580,papao,-17.75,-149.55,28.82,91,94,6.45,PF,1699923455
581,kolonia,50.9333,6.95,12.71,76,20,7.72,DE,1699923347
582,al qusayr,34.5091,36.5798,17.78,63,100,1.18,SY,1699923456
583,fuglafjordur,62.244,-6.814,7.26,77,23,10.12,FO,1699923456
584,san andres,12.5847,-81.7006,28.01,83,20,1.03,CO,1699923456
585,morant bay,17.8815,-76.4093,28.79,84,6,5.06,JM,1699923456
586,campo mourao,-24.0456,-52.3831,24.16,77,10,3.09,BR,1699923363
587,gracemere,-23.4333,150.45,28.95,39,0,3.6,AU,1699923457
588,rawson,-43.3002,-65.1023,16.15,25,100,11.65,AR,1699923457
